Termék neve;Kiszerelés neve;TK szám;Hatóanyag;Forg Eng Jog;ATC kód;A hiány kezdete;A hiány tervezett vége;A hiány oka;Javaslat a hiánykészítmény pótlására;
"Levitra 20 mg filmtabletta";"8 X   - buborékcsomagolásban";"EU/1/03/248/011";"vardenafil";"Bayer AG";"G04BE09";"2021-09-29 00:00:00";"2022-04-15 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"Levitra 20 mg filmtabletta";"8 X   - buborékcsomagolásban";"EU/1/03/248/011";"vardenafil";"Bayer AG";"G04BE09";"2023-03-10 00:00:00";"2023-03-20 00:00:00";"Adminisztratív okok";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"Lonquex 6 mg oldatos injekció elõretöltött fecskendõben";"1 X   - elõretöltött fecskendõben";"EU/1/13/856/001";"lipegfilgrastim";"Teva B.V.";"L03AA14";"2021-07-27 00:00:00";"";"Gyártási gond";"Egyedi import";
"Lyxumia 10 mikrogramm oldatos injekció";"1 X   - elõretöltött injekciós tollban";"EU/1/12/811/001";"lixisenatide";"Sanofi Winthrop Industrie";"A10BJ03";"2022-03-08 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"Lyxumia 20 mikrogramm oldatos injekció";"2 X   - elõretöltött injekciós tollban";"EU/1/12/811/003";"lixisenatide";"Sanofi Winthrop Industrie";"A10BJ03";"2023-02-20 00:00:00";"";"Piaci megfontolások";"Egyedi import";
"MAGNE B6 FORTE filmtabletta";"30 X   - buborékcsomagolásban";"OGYI-T-04353/05";"Pyridoxine;Magnesium";"Opella Healthcare Commercial Kft.";"A12CC30";"2020-01-27 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"MAGNE B6 belsõleges oldat";"10 X 10  ml ampulla";"OGYI-T-04353/03";"magnesium lactate dihydrate;pyridoxine hydrochloride;magnesium pidolate";"Opella Healthcare Commercial Kft.";"A12CC30";"2018-01-09 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más gyógyszerformában elérhetõ";
"MARCAIN SPINAL 5 mg/ml oldatos injekció";"5 X 4 ml ampulla";"OGYI-T-06777/01";"bupivacaine";"Aspen Pharma Trading Ltd (IE)";"N01BB01";"2022-12-31 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MARVELON tabletta";"1 X 21 - buborékcsomagolásban";"OGYI-T-01629/01";"desogestrel;ethinylestradiol";"Organon Hungary Kft.";"G03AA09";"2020-09-25 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MEBUCAIN ORANGE szopogató tabletta";"24 X   - buborékcsomagolásban";"OGYI-T-08450/01";"benzoxonium chloride;lidocaine";"Stada Arzneimittel AG";"R02AA";"2019-06-04 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MEDDEX WICK 7,33 mg méz ízû szopogató tabletta";"12 X   - buborékcsomagolásban";"OGYI-T-21678/01";"dextromethorphan";"Wick Pharma GmbH";"R05DA09";"2018-04-01 00:00:00";"2018-06-01 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más gyógyszerformában elérhetõ";
"MEDROL 100 mg tabletta";"20 X   - -";"OGYI-T-00907/05";"methylprednisolone";"Pfizer Kft.";"H02AB04";"2018-12-11 00:00:00";"2019-01-10 00:00:00";"Adminisztratív okok";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"MEFORAL 1000 mg filmtabletta";"60 X   - buborékcsomagolásban";"OGYI-T-10104/02";"metformin hydrochloride";"Lab. Guidotti S.p.A.";"A10BA02";"2021-02-24 00:00:00";"2021-03-08 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"MELIANE 0,020 mg/0,075 mg bevont tabletta";"1 X 21 - buborékcsomagolásban";"OGYI-T-06814/01";"gestodene;ethinylestradiol";"Bayer AG";"G03AA10";"2021-02-26 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"MELOXICAM SANDOZ 15 mg tabletta";"20 X   - buborékcsomagolásban";"OGYI-T-20079/03";"meloxicam";"Sandoz Hungária Kft.";"M01AC06";"2022-03-02 00:00:00";"2022-10-06 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"MENINGITEC szuszpenziós injekció elõretöltött fecskendõben";"1 X   - elõretöltött fecskendõben";"OGYI-T-08363/04";"vakcina (bakteriális)";"Nuron Biotech B.V.";"J07AH07";"2014-09-24 00:00:00";"";"Adminisztratív okok";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MENOPUR   75 NE por és oldószer oldatos injekcióhoz";"10 X   - injekciós üvegben";"OGYI-T-08742/06";"menotrophin";"Ferring Magyarország Kft.";"G03GA02";"2022-11-07 00:00:00";"2022-11-30 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Azonos hatóanyag, azonos gyógyszerformában elérhetõ";
"MENOPUR   75 NE por és oldószer oldatos injekcióhoz";"5 X   - injekciós üvegben";"OGYI-T-08742/05";"menotrophin";"Ferring Magyarország Kft.";"G03GA02";"2022-11-07 00:00:00";"2022-11-30 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Azonos hatóanyag, azonos gyógyszerformában elérhetõ";
"MERIOFERT KIT 75 NE por és oldószer oldatos injekcióhoz";"10 X   - injekciós üvegben";"OGYI-T-22799/03";"menotropin";"Ibsa Pharma Kft.";"G03GA02";"2023-02-03 00:00:00";"2023-03-08 00:00:00";"Szállítási vagy raktározási gondok";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"MEROPENEM ANFARM 1 g por oldatos injekcióhoz vagy infúzióhoz";"1 X   - injekciós üvegben";"OGYI-T-23562/03";"meropenem";"Anfarm Hellas S.A.";"J01DH02";"2021-09-15 00:00:00";"";"Gyártási gond";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MEROPENEM BRADEX 1 g por oldatos injekcióhoz vagy infúzióhoz";"10 X   - injekciós üvegben";"OGYI-T-23370/03";"Meropenem trihydrate";"BRADEX S.A.";"J01DH02";"2021-10-25 00:00:00";"";"Gyártási gond";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MEROPENEM KABI 1 g por oldatos injekcióhoz vagy infúzióhoz";"10 X 20 ml injekciós üvegben";"OGYI-T-21722/08";"meropenem";"Fresenius Kabi Hungary Kft.";"J01DH02";"2021-04-26 00:00:00";"2021-05-31 00:00:00";"Megnövekedett igény";"Egyedi import";
"METADOXIL oldatos injekció";"1 X 5 ml ampulla";"OGYI-T-05743/01";"metadoxine";"PannonPharma Kft.";"N07BB18";"2012-08-09 00:00:00";"";"Piaci megfontolások";"Egyedi import";
"METADOXIL oldatos injekció";"10 X 5 ml ampulla";"OGYI-T-05743/02";"metadoxine";"PannonPharma Kft.";"N07BB18";"2012-08-09 00:00:00";"";"Piaci megfontolások";"Egyedi import";
"METAMIZOLE KALCEKS 500 mg/ml oldatos injekció";"10 X 2 ml ampulla";"OGYI-T-23643/02";"metamizole sodium monohydrate";"AS KALCEKS";"N02BB02";"2023-03-09 00:00:00";"2023-04-10 00:00:00";"Szállítási vagy raktározási gondok";"Azonos hatóanyag, azonos gyógyszerformában elérhetõ";
"METFOGAMMA  850 mg filmtabletta";"12 X 10 - átlátszó buborékcsomagolásban";"OGYI-T-08209/12";"metformin hydrochloride";"Wörwag Pharma GmbH&Co.KG";"A10BA02";"2020-02-20 00:00:00";"2020-04-01 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"METFORMIN 1 A PHARMA 850 mg filmtabletta";"30 X   - buborékcsomagolásban";"OGYI-T-10593/01";"metformin hydrochloride";"1 A Pharma GmbH";"A10BA02";"2021-07-09 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"METHOTREXAT SANDOZ  10 mg/ml oldatos injekció";"10 X 1 ml injekciós üvegben";"OGYI-T-02161/09";"methotrexate";"Sandoz Hungária Kft.";"L01BA01";"2017-04-13 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"METHYLPREDNISOLONE SOPHARMA  40 mg por és oldószer oldatos injekcióhoz";"10 X 2 ml+1 ml porampulla+oldószerampulla";"OGYI-T-22764/01";"methylprednisolone";"Sopharma AD";"H02AB04";"2017-11-10 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"METILPREDNIZOLON-TEVA   40 mg por oldatos injekcióhoz";"1 X   - üvegben";"OGYI-T-07862/01";"methylprednisolone";"Teva Gyógyszergyár Zrt.";"H02AB04";"2016-02-09 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"METILPREDNIZOLON-TEVA   40 mg por oldatos injekcióhoz";"10 X   - üvegben";"OGYI-T-07862/06";"methylprednisolone";"Teva Gyógyszergyár Zrt.";"H02AB04";"2018-01-25 00:00:00";"";"Gyártási gond";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MEZITAN 35 mg módosított hatóanyagleadású filmtabletta";"60 X   - buborékcsomagolásban";"OGYI-T-21279/01";"trimetazidine";"Zentiva, k.s. (Csehország)";"C01EB15";"2021-11-30 00:00:00";"2023-03-31 00:00:00";"Gyártási gond";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"MIACALCIC  50 NE/ml oldatos injekció és infúzió";"5 X 1 ml ampulla";"OGYI-T-23145/01";"calcitonin (salmon)";"Essential Pharma (M) Ltd.";"H05BA01";"2021-06-30 00:00:00";"2022-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MIACALCIC 100 NE/ml oldatos injekció és infúzió";"5 X 1 ml ampulla";"OGYI-T-23145/02";"calcitonin (salmon)";"Essential Pharma (M) Ltd.";"H05BA01";"2021-12-31 00:00:00";"2022-04-01 00:00:00";"Gyártási gond";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MIAGEN 10 mg filmtabletta";"90 X   - buborékcsomagolásban";"OGYI-T-06217/01";"mianserin";"Viatris Ltd.";"N06AX03";"2019-02-26 00:00:00";"2019-08-05 00:00:00";"Gyártási gond";"Egyedi import";
"MIAGEN 30 mg filmtabletta";"30 X   - buborékcsomagolásban";"OGYI-T-06217/02";"mianserin";"Viatris Ltd.";"N06AX03";"2019-02-26 00:00:00";"2019-08-05 00:00:00";"Gyártási gond";"Egyedi import";
"MICAFUNGIN-TEVA 100 mg por oldatos infúzióhoz való koncentrátumhoz";"1 X 10 ml injekciós üvegben";"OGYI-T-23608/02";"micafungin";"Teva B.V.";"J02AX05";"2022-12-13 00:00:00";"2023-12-31 00:00:00";"Gyártási gond";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"MICETAL 10 mg/g gél";"1 X 100 g HDPE tartályban";"OGYI-T-06945/03";"flutrimazole";"Q Pharma Kft.";"D01AC16";"2022-01-01 00:00:00";"";"Gyártási gond";"Ugyanaz a gyógyszer más gyógyszerformában elérhetõ";
"MICROPAQUE 1 g/ml belsõleges szuszpenzió vagy végbél szuszpenzió";"1 X 2000 ml palackban";"OGYI-T-01128/01";"barium sulfate";"Guerbet Roissy CDG";"V08BA01";"2022-04-04 00:00:00";"";"Piaci megfontolások";"Egyedi import";
"MICROPAQUE CT 50 mg/ml belsõleges szuszpenzió vagy végbélszuszpenzió";"1 X 150 ml palackban";"OGYI-T-01636/01";"barium sulfate";"Guerbet Roissy CDG";"V08BA01";"2017-05-02 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MICROTRAST OESOPHAGUS paszta";"1 X 150 g tubusban";"OGYI-T-01129/02";"barium sulfate";"Guerbet Roissy CDG";"V08BA01";"2012-01-01 00:00:00";"";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MIDAZOLAM ACCORD 5 mg/ml oldatos injekció vagy infúzió";"10 X 10 ml ampulla";"OGYI-T-20965/05";"midazolam";"Accord Healthcare Polska Sp. z o.o.";"N05CD08";"2022-05-10 00:00:00";"";"Szállítási vagy raktározási gondok";"Azonos hatóanyag, azonos gyógyszerformában elérhetõ";
"MIDAZOLAM KALCEKS 5 mg/ml oldatos injekció vagy infúzió";"10 X 1 ml ampulla";"OGYI-T-23404/02";"midazolam";"AS KALCEKS";"N05CD08";"2022-05-05 00:00:00";"2022-12-31 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"MIDAZOLAM KALCEKS 5 mg/ml oldatos injekció vagy infúzió";"10 X 10 ml ampulla";"OGYI-T-23404/06";"midazolam";"AS KALCEKS";"N05CD08";"2023-02-22 00:00:00";"2023-03-22 00:00:00";"Szállítási vagy raktározási gondok";"Egyedi import";
"MIDAZOLAM KALCEKS 5 mg/ml oldatos injekció vagy infúzió";"10 X 3 ml ampulla";"OGYI-T-23404/04";"midazolam";"AS KALCEKS";"N05CD08";"2022-05-05 00:00:00";"2022-12-31 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"MILGAMMA N oldatos injekció";"100 X 2 ml OPC ampullában";"OGYI-T-01598/03";"cyanocobalamin;piridoxin-hidroklorid;thiamine (vit B1)";"Wörwag Pharma GmbH&Co.KG";"A11DB01";"2012-07-09 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"MILGAMMA N oldatos injekció";"25 X 2 ml OPC ampullában";"OGYI-T-01598/02";"cyanocobalamin;piridoxin-hidroklorid;thiamine (vit B1)";"Wörwag Pharma GmbH&Co.KG";"A11DB01";"2012-07-09 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"MINIPRESS 1 mg retard kemény kapszula";"30 X   - buborékcsomagolásban";"OGYI-T-05944/03";"prazosin";"Pfizer Kft.";"C02CA01";"2021-02-11 00:00:00";"";"Gyártási gond";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MINIPRESS 2 mg retard kemény kapszula";"30 X   - buborékcsomagolásban";"OGYI-T-05944/04";"prazosin";"Pfizer Kft.";"C02CA01";"2021-02-11 00:00:00";"";"Gyártási gond";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MINIPRESS 4 mg retard kemény kapszula";"30 X   - buborékcsomagolásban";"OGYI-T-05944/05";"prazosin";"Pfizer Kft.";"C02CA01";"2020-11-01 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MINIPRESS 6 mg retard kemény kapszula";"30 X   - buborékcsomagolásban";"OGYI-T-05944/06";"prazosin";"Pfizer Kft.";"C02CA01";"2020-09-29 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MINIRIN 0,1 mg/ml oldatos orrspray";"1 X 5 ml üvegben";"OGYI-T-05644/11";"desmopressin";"Ferring Magyarország Kft.";"H01BA02";"2020-07-10 00:00:00";"2022-12-30 00:00:00";"Gyártási gond";"Azonos hatóanyag, azonos gyógyszerformában elérhetõ";
"MIRTASTAD 30 mg filmtabletta";"30 X   - buborékcsomagolásban";"OGYI-T-10548/01";"mirtazapine";"Stada Arzneimittel AG";"N06AX11";"2022-07-11 00:00:00";"";"Piaci megfontolások";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"MIRTASTAD 45 mg filmtabletta";"30 X   - buborékcsomagolásban";"OGYI-T-10548/03";"mirtazapine";"Stada Arzneimittel AG";"N06AX11";"2022-07-11 00:00:00";"";"Piaci megfontolások";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"MIVACRON 2 mg/ml oldatos injekció";"5 X 5 ml ampulla";"OGYI-T-06324/01";"mivacurium chloride";"Aspen Pharma Trading Ltd (IE)";"M03AC10";"2022-12-15 00:00:00";"2023-03-18 00:00:00";"Adminisztratív okok";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MIXTURA PECTORALIS FoNo VII. HUNGARO-GAL";"1 X 200 g -";"OGYI-T-09934/01";"ipecacuanha, prepared;ephedrine hydrochloride;thyme";"Hungaro-Gal Kft.";"R05CA10";"2021-09-01 00:00:00";"2023-04-01 00:00:00";"Adminisztratív okok";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"MIZAPIN 30 mg filmtabletta";"30 X   - buborékcsomagolásban";"OGYI-T-09779/17";"mirtazapine";"Zentiva, k.s. (Csehország)";"N06AX11";"2022-09-05 00:00:00";"2023-03-31 00:00:00";"Szállítási vagy raktározási gondok";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"MOMETASON PANNONPHARMA 50 mikrogramm/adag szuszpenziós orrspray";"1 X 140 adag HDPE tartályban";"OGYI-T-23223/02";"mometasone furoate";"PannonPharma Kft.";"R01AD09";"2022-09-12 00:00:00";"2023-01-15 00:00:00";"Megnövekedett igény";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"MONALUX  4 mg rágótabletta";"30 X   - buborékcsomagolásban";"OGYI-T-21635/02";"montelukast";"Krka d.d.";"R03DC03";"2014-12-01 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más gyógyszerformában elérhetõ";
"MONALUX  5 mg rágótabletta";"30 X   - buborékcsomagolásban";"OGYI-T-21635/04";"montelukast";"Krka d.d.";"R03DC03";"2014-12-01 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más gyógyszerformában elérhetõ";
"MONALUX 10 mg filmtabletta";"30 X   - buborékcsomagolásban";"OGYI-T-21635/06";"montelukast";"Krka d.d.";"R03DC03";"2020-04-30 00:00:00";"";"Piaci megfontolások";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"MONO MACK DEPOT 100 mg retard tabletta";"14 X   - buborékcsomagolásban";"OGYI-T-01979/01";"isosorbide mononitrate";"Pfizer Kft.";"C01DA14";"2016-08-16 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"MORPHINE KALCEKS 10 mg/ml oldatos injekció";"10 X 1 ml ampulla";"OGYI-T-23975/01";"morphine hydrochloride";"AS KALCEKS";"N02AA01";"2023-02-22 00:00:00";"2023-03-22 00:00:00";"Szállítási vagy raktározási gondok";"Egyedi import";
"MORPHINUM HYDROCHLORICUM TEVA 10 mg/ml oldatos injekció";"10 X 1 ml ampulla";"OGYI-T-12716/01";"morphine hydrochloride";"Teva Gyógyszergyár Zrt.";"N02AA01";"2016-07-29 00:00:00";"2022-12-31 00:00:00";"Gyártási gond";"Kontingens";
"MORPHINUM HYDROCHLORICUM TEVA 10 mg/ml oldatos injekció";"50 X 1 ml ampulla";"OGYI-T-12716/02";"morphine hydrochloride";"Teva Gyógyszergyár Zrt.";"N02AA01";"2016-05-16 00:00:00";"2022-12-31 00:00:00";"Gyártási gond";"Kontingens";
"MORPHINUM HYDROCHLORICUM TEVA 20 mg/ml oldatos injekció";"10 X 1 ml ampulla";"OGYI-T-12716/03";"morphine";"Teva Gyógyszergyár Zrt.";"N02AA01";"2016-07-01 00:00:00";"2023-12-31 00:00:00";"Gyártási gond";"Kontingens";
"MORPHINUM HYDROCHLORICUM TEVA 20 mg/ml oldatos injekció";"50 X 1 ml ampulla";"OGYI-T-12716/04";"morphine";"Teva Gyógyszergyár Zrt.";"N02AA01";"2016-04-15 00:00:00";"2023-12-31 00:00:00";"Gyártási gond";"Kontingens";
"MOVALIS 15 mg tabletta";"10 X   - buborékcsomagolásban";"OGYI-T-06152/02";"meloxicam";"Boehringer Ingelheim International GmbH";"M01AC06";"2018-02-16 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"MOXIFLOXACIN ACTAVIS 400 mg filmtabletta";"7 X   - buborékcsomagolásban";"OGYI-T-22590/03";"moxifloxacin";"Actavis Group PTC ehf.";"J01MA14";"2022-10-18 00:00:00";"";"Piaci megfontolások";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"MOXONIDIN-RATIOPHARM 0,2 mg filmtabletta";"30 X   - buborékcsomagolásban";"OGYI-T-09509/01";"moxonidine";"Teva Gyógyszergyár Zrt.";"C02AC05";"2023-01-24 00:00:00";"2023-04-21 00:00:00";"Gyártási gond";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"MST CONTINUS  60 mg retard filmtabletta";"20 X   - buborékcsomagolásban";"OGYI-T-02187/04";"morphine";"Mundipharma Ges.m.b.H";"N02AA01";"2023-01-24 00:00:00";"2023-03-31 00:00:00";"Szállítási vagy raktározási gondok";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"MUCOANGIN 20 mg szopogató tabletta";"18 X   - buborékcsomagolásban";"OGYI-T-09384/05";"ambroxol";"Opella Healthcare Commercial Kft.";"R02AD";"2019-12-04 00:00:00";"2020-03-31 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"MUCOFREE 15 mg/5 ml szirup";"1 X 100 ml üvegpalackban";"OGYI-T-22458/01";"ambroxol hydrochloride";"Opella Healthcare Commercial Kft.";"R05CB06";"2023-01-20 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MUCOFREE 30 mg/5 ml szirup";"1 X 100 ml üvegpalackban";"OGYI-T-22458/03";"ambroxol hydrochloride";"Opella Healthcare Commercial Kft.";"R05CB06";"2023-01-20 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MUCOPLANT DR. THEISS Borostyán köhögés elleni szirup";"1 X 100 ml üvegben";"OGYI-T-22743/01";"Ivy leaf";"Naturwaren GmbH";"R05C";"2018-09-27 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MUCOPLANT DR. THEISS Kakukkfû ánizsolajjal belsõleges oldatos cseppek";"1 X 30 ml barna üvegpalackban";"OGYI-TN-32/01";"anise oil;extr. thymi vulgaris herba";"Naturwaren GmbH";"R05";"2022-01-20 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MUCOPRONT 50 mg/g szirup";"1 X 200 ml üvegben";"OGYI-T-01381/02";"carbocisteine";"Bausch Health Ireland Ltd.";"R05CB03";"2023-01-16 00:00:00";"2023-04-15 00:00:00";"Adminisztratív okok";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MUCOPRONT 50 mg/g szirup";"1 X 90 ml üvegben";"OGYI-T-01381/01";"carbocisteine";"Bausch Health Ireland Ltd.";"R05CB03";"2022-03-22 00:00:00";"2023-03-31 00:00:00";"Adminisztratív okok";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"MUKAMBRO 10 mg/adag belsõleges oldatos spray";"1 X 13 ml üvegben";"OGYI-T-20385/01";"ambroxol";"GMep Medical Technology GmbH";"R05CB06";"2017-03-09 00:00:00";"";"Adminisztratív okok";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"MULTIHANCE 0,5 M oldatos injekció";"1 X 10 ml injekciós üvegben";"OGYI-T-08432/02";"gadobenate dimeglumine";"Bracco Imaging S.P.A.";"V08CA08";"2017-02-24 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
